LU0316459139;1437.51;1453.45;advanced condition failed
FR0010586024;12.13;12.0;advanced condition failed
LU1665237704;3534.84;2999.0;advanced condition failed
LU0196696453;421.66;439.0;advanced condition failed
LU0043850808;3300.51;3294.1277;advanced condition failed
FR0000130809;365.0;381.0;advanced condition failed
FR0013278827;35.79;37000.0;advanced condition failed
FR0012447126;156.55;154000.0;advanced condition failed
FR0011032754;578.42;579.0;advanced condition failed
FR0010564245;2915.48;2920.195;advanced condition failed
IE0004851808;1597.84;1606.05;advanced condition failed
FR0011640887;4273.95;5271.239;advanced condition failed
XS2028018385;974.47;996000.0;advanced condition failed
FR0010513523;768.54;769.0;advanced condition failed
IE00B03HCZ61;80827.77;81170.23;advanced condition failed
FR0010871830;9433.41;10347.0;advanced condition failed
FR0007450002;828.22;879.0;advanced condition failed
FR0007074695;35.97;36.0;advanced condition failed
FR0011261197;2310.86;3407.578;advanced condition failed
LU1437018838;105.37;56.0;advanced condition failed
LU0390135415;872.12;857.0;advanced condition failed
LU0306804302;667.67;676.0;advanced condition failed
FR0013296233;1572.0;1562000.0;advanced condition failed
SE0000888208;22436.79;56293.527;advanced condition failed
FR0011169341;838.58;839.0659;advanced condition failed
FR0013250479;352.09;351.0;advanced condition failed
LU0131210360;293.33;1732.619;advanced condition failed
FR0013391992;126.04;112000.0;advanced condition failed
FR0010325605;678.42;1699.95;advanced condition failed
LU0641745681;4973.21;5235.427;advanced condition failed
FR0010557967;6201.25;6426.82;advanced condition failed
FRLFGRDPARIS;1221.84;72766.0;advanced condition failed
FR0010135103;24640.49;38273.21;advanced condition failed
FR0000422859;460.4;461.0;advanced condition failed
FRIMMORENTE1;46291.39;45330.0;advanced condition failed
FR0011276617;1605.16;1605.0;advanced condition failed
FR0013053220;1612.34;1616.0;advanced condition failed
FR0010614594;944.41;945.0;advanced condition failed
FR0007045737;5220.64;16932.41;advanced condition failed
FR0013260262;8380.42;8240.0;advanced condition failed
FR0000422842;74.66;74.0;advanced condition failed
LU0156331158;87.63;98.754;advanced condition failed
IE0030016350;462.55;8593.61;advanced condition failed
FR0011711613;6351.5;6358.0;advanced condition failed
FR0013403599;44712.73;42133.0;advanced condition failed
FR0013220605;323.24;326.0;advanced condition failed
LU1160365505;246.63;246.0;advanced condition failed
FR0013331022;8257.11;8262.0;advanced condition failed
FR0010859769;6547.66;6619.756;advanced condition failed
FR0010408849;219.12;221.0;advanced condition failed
FR0013371929;1529.07;1534000.0;advanced condition failed
FR0010035824;285.58;717.953;advanced condition failed
FR0013284221;198.48;200000.0;advanced condition failed
LU0273158872;15.45;15.0;advanced condition failed
LU0344046155;0.77;1.0;advanced condition failed
FR0011511773;285.86;290.0;advanced condition failed
FR0013266814;383.9;387000.0;advanced condition failed
LU0272941971;235.87;227.0;advanced condition failed
FR0011236629;126.69;128.121;advanced condition failed
LU0140363697;8163.0;8170.94;advanced condition failed
LU0104885248;7949.42;7763.0;advanced condition failed
FR0012927523;430.31;430000.0;advanced condition failed
LU0740822621;24.64;28.0;advanced condition failed
LU0280435461;2950.45;2908.0;advanced condition failed
FR0010357509;2234.2;2236.0;advanced condition failed
LU1112771503;239.35;240.0;advanced condition failed
FR0010834390;135.36;139.9384;advanced condition failed
IE0000838304;902.59;15445.995;advanced condition failed
LU0111548326;0.93;1.0;advanced condition failed
FR0000989410;1789.55;3705.372;advanced condition failed
LU0229940001;659.34;660.0;advanced condition failed
LU0161986921;15282.77;15295.0;advanced condition failed
LU0261952419;15172.04;15841.0;advanced condition failed
FR0000989899;187.55;191.68;advanced condition failed
LU0823411706;1.38;0.526;advanced condition failed
LU1093756242;2763.26;2687.0;advanced condition failed
LU0476876759;38557.78;35195.0;advanced condition failed
FR0007048996;1432.99;1449.0;advanced condition failed
FR0013414562;1275.61;1281000.0;advanced condition failed
IE00B3NFBQ59;7152.86;7217.0;advanced condition failed
LU0823397368;350.59;352.0;advanced condition failed
FR0013432812;597.09;588000.0;advanced condition failed
IE00B3VWN518;14.15;14.0;advanced condition failed
FR0013426541;501.83;504000.0;advanced condition failed
FR0011465681;8239.56;8257.0;advanced condition failed
LU0075112721;133.47;137.01;advanced condition failed
FR0007071378;329.96;334.36;advanced condition failed
FRSG00010A53;464.28;458000.0;advanced condition failed
FR0007028907;5808.18;32994.76;advanced condition failed
LU0251809090;2955.41;2979.606;advanced condition failed
FR0010915454;153.91;160.965;advanced condition failed
LU1670631016;75107.13;74846.0;advanced condition failed
FR0011631035;11047.94;11048.0;advanced condition failed
FR0007023692;593.25;1746.321;advanced condition failed
LU0474966248;204.46;183.8506;advanced condition failed
FR0011645670;3675.17;3680.0;advanced condition failed
FR0011175199;2186.22;2188.0;advanced condition failed
FR0010042176;81.35;87.0;advanced condition failed
FR0011066802;18348.09;18185.0;advanced condition failed
FR0011254473;796.27;797.0;advanced condition failed
FR0010538033;63.92;68.0;advanced condition failed
LU0261951528;1619.47;1599.08;advanced condition failed
LU1458428163;199.48;201.0;advanced condition failed
IE00BYNJF397;3451.26;3459.0;advanced condition failed
LU1582988058;553732.44;576287.3;advanced condition failed
FR0010836163;39.64;39.0;advanced condition failed
IE0007987690;27394.2;28918.89;advanced condition failed
FR0011631050;529.16;534.0;advanced condition failed
LU1183791794;1426.64;1423.0;advanced condition failed
FR0010058529;35.69;36.23;advanced condition failed
FR0010546903;12518.88;24462.59;advanced condition failed
FR0010651224;96.54;96.0;advanced condition failed
LU0048579410;5984.54;6045.71;advanced condition failed
LU0599612842;1380.41;1390.0;advanced condition failed
FR0010177998;279.04;838.87;advanced condition failed
FR0013291143;510.09;512000.0;advanced condition failed
FR0007495049;318.25;319.0;advanced condition failed
FR0010363366;2250.71;2509.9456;advanced condition failed
LU1103296015;828.58;1100.304;advanced condition failed
LU0093503141;1543.44;1536.0;advanced condition failed
LU1526313249;2615.82;2662.5156;advanced condition failed
LU0318931192;14274.74;14261.0;advanced condition failed
FR0000979221;57.05;57.67;advanced condition failed
FR0011885797;3479.92;6999.492;advanced condition failed
LU0334663233;51.24;54.0;advanced condition failed
LU1670719613;1945.75;1916.29;advanced condition failed
FR0010219808;801.46;803.158;advanced condition failed
LU0210531801;142.71;48.1;advanced condition failed
LU1112751067;13520.79;13672.0;advanced condition failed
LU1005537912;246.39;247.0;advanced condition failed
LU0320896664;53.76;59.0;advanced condition failed
IE0004851022;581.58;571.59;advanced condition failed
LU1626186362;9381.25;9510.0;advanced condition failed
LU0146864797;378.49;404.0;advanced condition failed
LU0261959422;2731.81;2733.15;advanced condition failed
LU0992632538;3408.44;3847.438;advanced condition failed
FR0013247418;1107.05;1113.0;advanced condition failed
LU0131719634;440.08;2434.0;advanced condition failed
LU0265293521;265.75;268.0;advanced condition failed
